Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
11eb3c7a4fc815a78fafcab3fd238dbac53649e7,fix,ee2797c119dd275690e10acab0d610a32f7d3015,False,boxmot/utils/association.py
a6ee01baf140de6cd0576d3eb97b3dd6709a1515,fix,376325e752322e85b976a7563a27a8231f99febd,False,boxmot/trackers/hybridsort/hybridsort.py
41d91ec9153e156f05f58ebe8fcf470db33539df,fix hybridsort,9cfb5080b91c393e729c62882c72eb2d36b93269,False,boxmot/trackers/hybridsort/association.py;boxmot/trackers/hybridsort/hybridsort.py
196111d72f336c64e48f98ce86bd86e1f29f7d06,fix hybridsort,41d91ec9153e156f05f58ebe8fcf470db33539df,False,boxmot/utils/association.py
5a1732f6406031a49554ce2f3f740eb4fa5e4990,fix per class decorator,4cd58690091d90b9314088f03c1e9d6334273bbc,False,boxmot/utils/__init__.py
39c870f8ae44f0af9b718d67ae8c925965ec74ce,fix per class,5a1732f6406031a49554ce2f3f740eb4fa5e4990,False,boxmot/trackers/hybridsort/hybridsort.py;boxmot/utils/__init__.py
9e5bf5d7bca53a33c4458099f2bbc6fb58602c20,fix https://github.com/mikel-brostrom/yolo_tracking/issues/1083,34a060fa9adf0cfa0a2249d2fd773b90ae9a7b62,False,boxmot/tracker_zoo.py;boxmot/trackers/botsort/bot_sort.py
16cbfd2fa405742fab2cde0d7fe9b8ad8b9af1a5,"Merge pull request #1090 from mikel-brostrom/botsort-index-bug-fix

fix https://github.com/mikel-brostrom/yolo_tracking/issues/1083",34a060fa9adf0cfa0a2249d2fd773b90ae9a7b62;9e5bf5d7bca53a33c4458099f2bbc6fb58602c20,True,boxmot/tracker_zoo.py;boxmot/trackers/botsort/bot_sort.py
88de710dc19a5087ed632b2cc748c7476948ec52,bug: fix import hybridsort,815f1e1a6ff22f2e0b61b6e5b085588b008d3e7a,False,boxmot/trackers/hybridsort/__init__.py
c95a45815846cbab82c25e41cc3acff1dd2f9f9a,"Merge pull request #1091 from Matesanz/master

fix hybridsort import",815f1e1a6ff22f2e0b61b6e5b085588b008d3e7a;88de710dc19a5087ed632b2cc748c7476948ec52,True,boxmot/trackers/hybridsort/__init__.py
530b1534cb8c903439f297b7cc26c906d44f83e2,"Merge pull request #1095 from mikel-brostrom/fix-deepocsort

Fix deepocsort",b64aefa2b478847a22481934af139e1eee08f00b;3d9dbbd098a3d0e0662f21950aa2635a283b2af8,True,boxmot/appearance/reid_multibackend.py;boxmot/trackers/deepocsort/deep_ocsort.py
550f753e436258604ca7564bbbd81976c1f959b2,fix indexing bug,6df6a3e429ee067b06945cfbf928720f92c6cd34,False,boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/ocsort/ocsort.py
03d93c4987294eaa64e98c9f89ee1e3ba9250167,"Merge pull request #1112 from mikel-brostrom/fix-ocsort-association-bug

fix indexing bug",3e89d992aa69bdd8dc40cf6a72eba8cea54a65bf;550f753e436258604ca7564bbbd81976c1f959b2,True,boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/ocsort/ocsort.py
e479a6bde0275a826903e9b1e47a76422b16c8ea,fix clip vehiclereid model link,9331026f31215796ca0cb0116bd1d0c58789e7da,False,boxmot/appearance/reid_model_factory.py
ee79fe076f1f57d185e1390374bf01b801463ba1,fix second matching index for bot_sort,7e02dec765d9ee14c4446e1285a26cfd617875a3,False,boxmot/trackers/botsort/bot_sort.py
fc49426253516c0497677a494c8d925e403d90c4,"Merge pull request #1180 from Justin900429/master

Fix finding second matching index in BoT-SORT",7e02dec765d9ee14c4446e1285a26cfd617875a3;ee79fe076f1f57d185e1390374bf01b801463ba1,True,boxmot/trackers/botsort/bot_sort.py
d378e6e41e01af01a600c2fbe04efe64e7b7df1b,fix overflow during frame cropping,6456dbd1d58ad66c90b180f120a4ad40216cb1be,False,boxmot/appearance/reid_multibackend.py
5ee526ccd526d81fe4bf9911762d29242783b048,fix crop overflow issue,d378e6e41e01af01a600c2fbe04efe64e7b7df1b,False,boxmot/appearance/reid_multibackend.py
0fcb10f0e7e9926bca3a12a6784376989189bebd,"Merge pull request #1187 from Justin900429/master

Fix cropping overflow issue",6456dbd1d58ad66c90b180f120a4ad40216cb1be;5ee526ccd526d81fe4bf9911762d29242783b048,True,boxmot/appearance/reid_multibackend.py
8117fbb5a09ad4e3978eb6c94bf0fc60648cf71f,"HybridSort: Fix assignment to trk in update, so that it alligns with the types returned by predict",c418157f9a9438c2659f659eca70c76290e9d244,False,boxmot/trackers/hybridsort/hybridsort.py
2ab3d2e0333eb6d9afefb40c8f6862f20b31e80b,"Merge pull request #1229 from florian-fischer-swarm/fix/hybridSortNumpy

Fix HybridSort numpy datatypes.",ea6469ee7abf0f27ecc4a514b8fd2b9dd4db897c;8117fbb5a09ad4e3978eb6c94bf0fc60648cf71f,True,boxmot/trackers/hybridsort/association.py;boxmot/trackers/hybridsort/hybridsort.py
5e8acfb1a1e193bab47daf0da196b0d79fc5b478,fix asso function identification,70b08528e15a1ffb7853f9ef8967eb05a121b148,False,boxmot/utils/iou.py
c42f128a37a3fd0230714882ecc0263eb73259f9,fix paths,7396442c54044c64f60977186f15100b4b08d435,False,experimentation/utils.py;experimentation/val_results.py
f9b7841954a4e5fed0144c781960e2adc0aa0e2c,fix paths,c42f128a37a3fd0230714882ecc0263eb73259f9,False,experimentation/utils.py;experimentation/val_results.py
183e3522640489b848330bb38338de0b459984d9,fix reid dst,0837e1fdceba26162e0b5166bbafab0708041ee6,False,experimentation/generate_dets_and_embs.py
00407752c55e40e6c7ba0646ddc2d33edd7a3507,fix paths,4cb1af8bc1bf39a0bac3a5e990ae2c0c9c49ed45,False,tests/test_exports.py
1fb3b52859dcfc3cfd74c5b5971f3f6240354a4e,fix paths,b2295014a854683f09e543248ee0b77382dca657,False,tests/test_exports.py
45ace05e79a63ba53bee3177ef79d89768a2fad2,fix imports,5ab33e90bdf3d039cc1c0f76e21357b9287ff468,False,boxmot/utils/__init__.py;experimentation/generate_dets_and_embs.py;experimentation/track_w_dets_n_embs.py
a9c550f29632c306507d07979af81cd70092d9e2,fix paths,6b87bc39d651e8949f5d911dcf75a7cc661e94c0,False,tracking/generate_mot_results.py
4a5f0c7408efcaebc05a35008a5670eee947447e,fix paths,a9c550f29632c306507d07979af81cd70092d9e2,False,tracking/evolve.py;tracking/generate_mot_results.py
ef728bbe034939d038c9ab1fe5cc88d7f771c4bc,"Merge pull request #1324 from mikel-brostrom/change-file-name

fix paths",e8fea499a623ad6717a8c0a9d7f10b1a703224a5;2b51d629e21a4ebe02c60343c7f912bc510bb311,True,tracking/evolve.py;tracking/generate_mot_results.py
846fa4bedb6ac856014a0b74024013a6330dd05a,fix imports,74f46b1705ddf0ea59bf238ec7da65242a333320,False,tracking/detectors/yolonas.py;tracking/detectors/yolox.py
347303ab2668d3c324763bc802386ed6cf4757c9,"Merge pull request #1334 from mikel-brostrom/fix-strongsort-output

Fix strongsort output",cc393834a38fa6453dcea060f527cd191628db9c;82467d5540aadfc746c08db19162b89031c2d5b9,True,boxmot/trackers/strongsort/sort/track.py;boxmot/trackers/strongsort/strong_sort.py;tests/unit/test_trackers.py
6925d4fdbbf4e9651662c57fa397ed6cc13544ba,fix paths,8ae4292486bd4e4a630b24240cb1009bdafdcd32,False,boxmot/utils/__init__.py;tracking/val.py
40f75cb2bcffd73f17c1811f365c7c9ec6e213d9,"Merge pull request #1337 from mikel-brostrom/fix-mot-eval

Fix mot eval",71e25b509c5301fe78ecbf6be0cfd440ddd68db9;e042ccd629c6d1c174ed4859a0e1ed2a0e9633cc,True,boxmot/utils/__init__.py;setup.py;tracking/generate_dets_n_embs.py;tracking/generate_mot_results.py;tracking/val.py
2074a57c8bc48f2f0f96b086785055d8560dc55e,fix imports,c684e827dc16a27155f4a11f160d0262e89e9f27,False,boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/trackers/ocsort/ocsort.py
8e2ecb29ca0d21acbe476a12b9cfb2060c751e62,fix imports,2074a57c8bc48f2f0f96b086785055d8560dc55e,False,boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py
6b8d2ceed98c59c5549f05ec440bc679079624f6,fix imports,8e2ecb29ca0d21acbe476a12b9cfb2060c751e62,False,boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py
d94e853f3898bd7c2a96738a5d84eaa95f6902cb,fix tracks list name,5310c39fb3483432d0040311947e212160fd4071,False,boxmot/trackers/deepocsort/deep_ocsort.py
ebf121127987b7192c2fbefe0c128ea950f1090a,fix update call,c2963c86bd8452e032a67305f98945dd90860286,False,boxmot/utils/__init__.py
5029d2aa4bdec48d2a761105fe3128202d9007d4,fix update call,ebf121127987b7192c2fbefe0c128ea950f1090a,False,boxmot/utils/__init__.py
f9ba25f4f8cbb65f977ffe7802b918dd9f294c57,fix duplicated test names,614a09478504d94fc2398f472678c0ee776c3c7f,False,tests/unit/test_trackers.py
26bdcf8e7476281adc541665cee31ccb49f60df7,fix trajectory plotting for botsort,65741c54fe57cf5ddab44b600e2c114e38fe5e66,False,boxmot/trackers/basetracker.py;boxmot/trackers/botsort/bot_sort.py
7fcf7fede28ab9c0b57b4613cac0fc805b437af7,fix bytetrack plotting,26bdcf8e7476281adc541665cee31ccb49f60df7,False,boxmot/trackers/basetracker.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/basetrack.py;boxmot/trackers/bytetrack/byte_tracker.py
25448604ac1c31762f09b877e9e8f17bf7c1401f,fix bytetrack plotting,7fcf7fede28ab9c0b57b4613cac0fc805b437af7,False,boxmot/utils/matching.py
deb8e163cbc6b70a75f4dc25c998d5717af172b8,fix per class tracking,ca4ef536c12d3d99b0e701d8badcee76d133c406,False,boxmot/utils/__init__.py
658f0e87e9de42a8d19237aec2fcd944421fd074,"Merge pull request #1350 from mikel-brostrom/fix-per-class

Fix per class",be258868c3d91495c9fd8a91e753c2b00fadd690;5f9cfd07e847a388c6420f2b8bb901a88d671c07,True,boxmot/trackers/basetracker.py;boxmot/utils/__init__.py
28210f160f4c8c7f46ec322fa96697c1cb0a5ead,unpack fix,82b550f5d447ae12f60b6122e4aef275e905b99d,False,boxmot/utils/__init__.py
2815caa24974a07a0818c1c9b6a3f6b358abba0c,import fix,d7916cbf3d5aba750b93ad68ed8d3f2eefbb4e19,False,boxmot/appearance/reid_auto_backend.py
ba1bf450e8289f88e2910a7ac8d13e05d6c90100,fix import,2815caa24974a07a0818c1c9b6a3f6b358abba0c,False,boxmot/appearance/reid_auto_backend.py
234e811fea57a84718323bac3c5ea13f8c891a66,fix reid autobackend,88a00874a8f23f1ee33ebd9b95cc34ff5f0d1ab7,False,boxmot/appearance/backends/base_backend.py;boxmot/appearance/reid_auto_backend.py;boxmot/appearance/reid_multibackend.py
95f015e231792d342ff06935e66cbe22acddbbdc,fix reid auto backend imports,e37241b1156da55599f74596ab46fcbcaa5fd9e0,False,boxmot/appearance/reid_export.py;tests/unit/test_cuda.py;tests/unit/test_reidbackend.py;tracking/generate_dets_n_embs.py;tracking/generate_mot_results.py
9e8999bdc0f1def421696fe891adb4b7088dd8b3,fix auto backend,95f015e231792d342ff06935e66cbe22acddbbdc,False,tracking/generate_dets_n_embs.py
3b0f44969e6eca655aba01c18cb64313764255ec,fix import,9e8999bdc0f1def421696fe891adb4b7088dd8b3,False,boxmot/appearance/reid_auto_backend.py
d8f33daac2b4901f5c2091335b77b1fbc31fbbbd,fix reid arguments,42dc10ca360d7a819783f7bf10cf0ead1149f7f9,False,tests/unit/test_reidbackend.py
ae7478657839a2aa16948c5b8a6516c43f4d549a,fix reid arguments,d8f33daac2b4901f5c2091335b77b1fbc31fbbbd,False,tests/unit/test_cuda.py
eed87c46a965751098b304875f854e393c7951cf,fix reid arguments,ae7478657839a2aa16948c5b8a6516c43f4d549a,False,tests/unit/test_cuda.py
7e4547a917e9aa7315adc910bf356bfe09a8e35b,added backend type assert based on model loaded,eed87c46a965751098b304875f854e393c7951cf,False,tests/unit/test_reidbackend.py
426d68171a35db6a675526ddafc9514cc9f87490,fix warning,7e2df6a349c48225b47a6ce6ff38991a254cb8ec,False,tests/unit/test_cuda.py
441f0513d2e083ef99ffc2e6f685bc0b2324363d,fix warmup,e0ec936e28445bdedee2177425c1be3ef5e9ea57,False,boxmot/appearance/backends/base_backend.py
f2cc9a0b4d26426b0ce9898c924c470ddf216391,fix,9f5cbaa57e3a311a86a7d8224b5141e00d6a9aa4,False,boxmot/motion/kalman_filters/deepocsort_kf.py;boxmot/motion/kalman_filters/hybridsort_kf.py;boxmot/motion/kalman_filters/ocsort_kf.py
ec5b43a5d0c584ae4e8fbb8f9c5c6520d9ed540f,"Merge pull request #1367 from mikel-brostrom/fix-queue-indexing

fix deque indexing",9f5cbaa57e3a311a86a7d8224b5141e00d6a9aa4;f2cc9a0b4d26426b0ce9898c924c470ddf216391,True,boxmot/motion/kalman_filters/deepocsort_kf.py;boxmot/motion/kalman_filters/hybridsort_kf.py;boxmot/motion/kalman_filters/ocsort_kf.py
939dbc651987f85679b527c7cb432f1f3d1db4e1,fix,f2cc9a0b4d26426b0ce9898c924c470ddf216391,False,boxmot/motion/kalman_filters/deepocsort_kf.py
1714a5f335e7f3c1b1a0417d3c3dcca1641bc62e,"Merge pull request #1368 from mikel-brostrom/fix-queue-indexing

fix deepocsort obs list bug",ea5098e6edcbaabefeb577311b47b28d24059015;939dbc651987f85679b527c7cb432f1f3d1db4e1,True,boxmot/motion/kalman_filters/deepocsort_kf.py
e1a1d98478219ea9c6369b8bfcd1f77f1125bbb2,fix deque indexing,297d0e3238415d183ab94f368e467fea5c407640,False,boxmot/motion/kalman_filters/deepocsort_kf.py;boxmot/motion/kalman_filters/hybridsort_kf.py;boxmot/motion/kalman_filters/ocsort_kf.py
701f85761fddf5ed7f1188913574df903ed77bd6,"Merge pull request #1371 from mikel-brostrom/fix-deque-indexing

fix deque indexing",09e43cfb0cfe236b62c72e0874efb601e52b8410;e1a1d98478219ea9c6369b8bfcd1f77f1125bbb2,True,boxmot/motion/kalman_filters/deepocsort_kf.py;boxmot/motion/kalman_filters/hybridsort_kf.py;boxmot/motion/kalman_filters/ocsort_kf.py
89a43c56a64f84f2074d61448b910e34d1382105,per class frame count fix,d4b81297e1a605a97bc9bb7ce0ec5e501526e632,False,boxmot/utils/__init__.py
e340a7f2de8af6b593afcc04f3db56b91f2313e9,"Merge pull request #1401 from mikel-brostrom/per-class-id-fix

Per class frame count fix",d4b81297e1a605a97bc9bb7ce0ec5e501526e632;8e8672e648ad1bcd3ade2bad176e877bcc98136d,True,boxmot/utils/__init__.py
f99ddea27cf57d9edaa9edffd862dfdff3682e7f,fix device arg handling,ef5dcb83e9cd41c70bbe3409e9cc61792c70e69b,False,boxmot/appearance/reid_auto_backend.py;boxmot/utils/torch_utils.py
14152d21362e1e3602180a771e38750c30455b2a,"Merge pull request #1417 from mikel-brostrom/fix-device-arg-handling

fix device arg handling",ef5dcb83e9cd41c70bbe3409e9cc61792c70e69b;f99ddea27cf57d9edaa9edffd862dfdff3682e7f,True,boxmot/appearance/reid_auto_backend.py;boxmot/utils/torch_utils.py
a7db6fed51470a1d07e422a8d5a8907ec84a9800,Merge branch 'master' of https://github.com/mikel-brostrom/yolo_tracking into fix-pkg-version-handling,2d9e2c70136ddce95a09c9120293afd7d33d0748;7ee8981ed31d0cbe4436ca74778cb09be1506209,True,boxmot/__init__.py;boxmot/utils/torch_utils.py
c7b250465bd26c23bf75e43557173561d9bd854d,fix sed command,a7db6fed51470a1d07e422a8d5a8907ec84a9800,False,boxmot/__init__.py
08626750fa7bc4ddc0910831f52cd9624ab4324c,"Merge pull request #1421 from mikel-brostrom/fix-pkg-version-handling

fetch pkg version from __init__ instead of pyproject",c294bc8b881dfd9c995ccef8036935d73314c1ed;c7b250465bd26c23bf75e43557173561d9bd854d,True,boxmot/__init__.py;boxmot/utils/torch_utils.py
77906e293a88860011d362277585a99845667628,fix frame count,e768786a68696516a066b3e205c5dcdfd9b6be29,False,boxmot/utils/__init__.py
6bbb7ed8dbbe5da14f40add72f561705ae3f0eac,fix frame count,77906e293a88860011d362277585a99845667628,False,boxmot/utils/__init__.py
d542e18a166e5da62146e869c7de4ff445cd3eb6,"Merge pull request #1475 from johnnynunez/master

Fix mot results gen on macOS",bdfddff0eb584b1c4347427345b8b2e5fd891c6a;94d35662a91c9dc3438019f4d106bdd0e0494391,True,tracking/generate_mot_results.py
c6bd482b01701c5d286a1ceb8eb18ca4a27c2bc8,"Update generate_mot_results.py

fix cuda device:
RuntimeError: Attempting to deserialize object on CUDA device 0 but torch.cuda.device_count() is 0. Please use torch.load with map_location to map your storages to an existing device.",d542e18a166e5da62146e869c7de4ff445cd3eb6,False,tracking/generate_mot_results.py
d287a3c6177a5c602deead75ca0e3d9a0d55f637,"Merge pull request #1479 from YoungjaeDev/bug-evolve-deepocsort

Delete centroid from asso_func in deepocsort",3ed0ccafe8508a7c40c6557dfe94af626fa2ceb3;850df074ccfeb73f57566f2a6e7d307acd388aba,True,tracking/evolve.py
9eb81edc34c68db73e0dfc2f5accba49d95121a8,fix kfs,6aaf88164839bbb3b02f75bf7d4a7a7989ef2f79,False,boxmot/motion/kalman_filters/deepocsort_kf.py;boxmot/motion/kalman_filters/hybridsort_kf.py;boxmot/motion/kalman_filters/ocsort_kf.py
b0795a6c7db5200d27efcfcd88b91d83c8ca6b05,fix test,9eb81edc34c68db73e0dfc2f5accba49d95121a8,False,boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py;tests/unit/test_trackers.py
a0d3b374eb2aa16b6b1e2a970a880681dba0de23,fix test,b0795a6c7db5200d27efcfcd88b91d83c8ca6b05,False,tests/unit/test_trackers.py
42d872362d24bbd12209457e4b473d44e4fd73ee,fix test,a0d3b374eb2aa16b6b1e2a970a880681dba0de23,False,boxmot/trackers/basetracker.py;tests/unit/test_trackers.py
15e286f580f9a72aa3e5122fcd120fa342bdc820,fix test,42d872362d24bbd12209457e4b473d44e4fd73ee,False,tests/unit/test_trackers.py
18a38f88247df600849adbd7cd39d6d9cbbca7ec,fix test,15e286f580f9a72aa3e5122fcd120fa342bdc820,False,tests/unit/test_trackers.py
599a05f013741f2d7c1a77127f4e388f4ecc2fa0,fix test,18a38f88247df600849adbd7cd39d6d9cbbca7ec,False,tests/unit/test_trackers.py
6cfee3a4b14517405891b0daee3f8f10b737d539,fix test,599a05f013741f2d7c1a77127f4e388f4ecc2fa0,False,boxmot/trackers/basetracker.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/trackers/ocsort/ocsort.py
b150783f175bb9927eb28ebe67ba8c7fdd22d870,fix test,6cfee3a4b14517405891b0daee3f8f10b737d539,False,boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py
1ac8a7b994173725d2e4eba61bc1d23c96adf67d,"Merge pull request #1481 from mikel-brostrom/fix-max_age-lt-max_obs-bug

ensure max_age always < max_obs",d287a3c6177a5c602deead75ca0e3d9a0d55f637;b150783f175bb9927eb28ebe67ba8c7fdd22d870,True,boxmot/motion/kalman_filters/deepocsort_kf.py;boxmot/motion/kalman_filters/hybridsort_kf.py;boxmot/motion/kalman_filters/ocsort_kf.py;boxmot/trackers/basetracker.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/trackers/ocsort/ocsort.py;tests/unit/test_trackers.py
644661e195e4bc5983ba83cf788320d816e378e4,fix xys kf import,238d07a12b01f7f0cdff132f566be52857d16075,False,boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/trackers/ocsort/ocsort.py
69e65b6b75bce0caa97959e1b565aabcba635574,fix bytetrack slow KF bug,b06191d840cd410931ecc7b79eafc714938c691e,False,boxmot/motion/kalman_filters/base_kalman_filter.py;boxmot/motion/kalman_filters/xyah_kf.py;boxmot/motion/kalman_filters/xywh_kf.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/bytetrack/byte_tracker.py
bdce3f359bf03ff7b98f93783aff2a46ca054059,"Merge pull request #1488 from mikel-brostrom/fix-kf-name

xys now xysr kf",95d67ff483142ef134399e6c28618e12e9382854;54a2c4d337a54cc562cdf0e9ebdf3ff3409a43b3,True,boxmot/motion/kalman_filters/xyah_kf.py;boxmot/motion/kalman_filters/xysr_kf.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/trackers/ocsort/ocsort.py
68322afe399a474b022cc53fc365d146abb28749,"Merge pull request #1490 from mikel-brostrom/revert-1488-fix-kf-name

Revert ""xys now xysr kf""",9f8c75d716866f335c81cabb8a22f2efcb253259;2c845db3e0217de60f88f7c3d0a455699e485e4f,True,boxmot/motion/kalman_filters/xyah_kf.py;boxmot/motion/kalman_filters/xys_kf.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/trackers/ocsort/ocsort.py
d04c4e9ba055a698007c302361903f795f46e5af,fix export format imports,c601131c7b41d2c08c65c9bc86322824795876ae,False,boxmot/appearance/reid_export.py
d57959cf5712368e37e3bd4c102489448c51309f,fix imports,d04c4e9ba055a698007c302361903f795f46e5af,False,boxmot/appearance/exporters/onnx_exporter.py;boxmot/appearance/exporters/openvino_exporter.py;boxmot/appearance/exporters/tensorrt_exporter.py;boxmot/appearance/exporters/tflite_exporter.py;boxmot/appearance/exporters/torchscript_exporter.py
25ce7f21f092a38183fc4a0f9c9438c723696c12,fix imports,d57959cf5712368e37e3bd4c102489448c51309f,False,boxmot/appearance/exporters/onnx_exporter.py;boxmot/appearance/exporters/openvino_exporter.py;boxmot/appearance/exporters/tensorrt_exporter.py;boxmot/appearance/exporters/tflite_exporter.py;boxmot/appearance/exporters/torchscript_exporter.py
f70b116ee03343c5d217b01b02da75cde10355e2,fix imports,25ce7f21f092a38183fc4a0f9c9438c723696c12,False,boxmot/appearance/reid_export.py
b7943673c085dcb310a08d61e6aadaf89abdce7d,fix imports,f70b116ee03343c5d217b01b02da75cde10355e2,False,boxmot/appearance/reid_export.py
9af4742087d144e8fcc027041b4ac392aa5e49e4,fix reqs checker usage,aa7372770e85a200f6ccdc65fc952db06e0a7f19,False,boxmot/appearance/exporters/base_exporter.py;boxmot/appearance/exporters/onnx_exporter.py;boxmot/appearance/exporters/openvino_exporter.py;boxmot/appearance/exporters/tensorrt_exporter.py;boxmot/appearance/exporters/tflite_exporter.py
ad2d2df6cadf67600d7188fc1b45caf317328c82,fix tensorrt export,d5e9baabe79547a899531abd8fa04b3d029d8d15,False,boxmot/appearance/exporters/base_exporter.py;boxmot/appearance/reid_export.py
1ba7bf7a34eadd7af600de3e097df94aac1bfaad,fix test,bc92a3c05087c019a0fe5808f50f093fcb18c540,False,boxmot/postprocessing/gsi.py
406919597a2c1cfe46d9654c2e8aad3350876cf4,fix,1ba7bf7a34eadd7af600de3e097df94aac1bfaad,False,boxmot/postprocessing/gsi.py
9f64a3dbaf4cb1391f5459e6dc9768fbb4856da6,fix tflite export,c2adc186cc0058b9bb2495482073cb39735155bb,False,boxmot/appearance/exporters/onnx_exporter.py
f755c57af6a07b5f4a8c5d66f07bb9c3332ba5ed,fix,9f64a3dbaf4cb1391f5459e6dc9768fbb4856da6,False,boxmot/appearance/exporters/tflite_exporter.py
814799fb4db657e30bfddfc5d28c71ba1eaf9450,fix,f755c57af6a07b5f4a8c5d66f07bb9c3332ba5ed,False,boxmot/appearance/exporters/tflite_exporter.py
312450de06e506d9d3f7c5db5d62e321d376fd0c,fix,797908871a630ebafa9afa1c8e8a7d4966aa649a,False,boxmot/appearance/exporters/base_exporter.py
a3b44dca588025f89cc8011756f41ce465adb20e,delete error reqs,53915037fd1bd1d265e68366236cf112f4523435,False,boxmot/appearance/exporters/tflite_exporter.py
2034bd3d5d55e094d913a992adc569a906417b82,fix tflite inference,7d7d96c0d3497b007650a8b949cd5dcb2c6aabca,False,boxmot/appearance/backends/tflite_backend.py
07a1dedb626d15424d276a9d7712292a54c20eff,fix,8915aa42f4270dccd9c0df40633942d1ce215572,False,boxmot/appearance/backends/tflite_backend.py
2d8a03648388c29142a7661fc1ba2c1a0d9ec98c,fix,07a1dedb626d15424d276a9d7712292a54c20eff,False,boxmot/appearance/backends/tflite_backend.py
4b6192f06762138621bd569205cc9cea3041a225,fix,2d8a03648388c29142a7661fc1ba2c1a0d9ec98c,False,boxmot/appearance/backends/tflite_backend.py
eceb0b78fd42847b24cb9eeb2047ec9bc3d8b2fe,fix,4b6192f06762138621bd569205cc9cea3041a225,False,boxmot/appearance/backends/tflite_backend.py
38a118c34bfc99eaf52eb09e3b55675667024934,fix,eceb0b78fd42847b24cb9eeb2047ec9bc3d8b2fe,False,boxmot/appearance/backends/tflite_backend.py
4a96cf512a3d81b916cceae1417f00db789591e9,fix,38a118c34bfc99eaf52eb09e3b55675667024934,False,boxmot/appearance/backends/tflite_backend.py
e163475d0301c07f94771b533ff4bc5b1e477771,Add fixes,3bf12d79ab27615edd70f602c1f37d74c9e32c16,False,boxmot/trackers/imprassoc/impr_assoc_tracker.py;tracking/generate_mot_results.py
f2dd5d1dd47eb74fbac7aa8163a283938c465151,fix,051cc1d39ee1373f479e88822480f1e4e32b3e01,False,tracking/val.py
9bb9a5080657b5c0f02d6f61e53648f64efdf9f6,fix,f2dd5d1dd47eb74fbac7aa8163a283938c465151,False,tracking/val.py
649e827e67d7668d7e3ad0d5499976990e6893f4,fix,9bb9a5080657b5c0f02d6f61e53648f64efdf9f6,False,tracking/val.py
cd384213e54c6adf91f2188960dc08348e6db767,fix,649e827e67d7668d7e3ad0d5499976990e6893f4,False,tracking/val.py
98b1a5b9986340823703992fbb474818db6e13cd,fix,1eb2a3b8b462b39377ec8dab8e30f332686a98be,False,tracking/val.py
d4b98c7d4876ef03422c9dfb051da398d72456cf,fix,98b1a5b9986340823703992fbb474818db6e13cd,False,tracking/val.py
ff6937a39c80c6012c40fb2c1c9206b4e5258ee1,fix evolution,a42ae065d2bffcb74241bbedaaf6598a4d13cfde,False,tracking/val.py
5745ca5e4ce8c74be59893bce53a9093dab4bd9f,fix evolution,ff6937a39c80c6012c40fb2c1c9206b4e5258ee1,False,tracking/evolve.py
dbaf0586904820d5bf931838efca4a315256d8a1,fix evolution,5745ca5e4ce8c74be59893bce53a9093dab4bd9f,False,tracking/val.py
c922139c6baf8fb7667451d93cf06e2f4d19a86e,fix import,868d007ec5ffb7776412c4fd11e7b1736158bb7c,False,boxmot/appearance/backends/base_backend.py
ce286facb8a4c13926c9aa756a727e9204dcf987,Merge branch 'master' of https://github.com/mikel-brostrom/boxmot into tflite-fix,d602f85040e3d7531f11a462ed3eeb350984e12a;e8d894b398cdf2df3ca1ca3a7507b7100ccbb6b9,True,boxmot/appearance/backends/base_backend.py;boxmot/appearance/backends/onnx_backend.py;boxmot/appearance/backends/openvino_backend.py;boxmot/appearance/backends/tensorrt_backend.py;boxmot/appearance/backends/tflite_backend.py;boxmot/appearance/exporters/base_exporter.py;boxmot/appearance/exporters/onnx_exporter.py;boxmot/appearance/exporters/tflite_exporter.py;boxmot/appearance/reid_auto_backend.py;boxmot/trackers/basetracker1.py;boxmot/trackers/botsort/bot_sort.py;boxmot/trackers/deepocsort/deep_ocsort.py;boxmot/trackers/hybridsort/hybridsort.py;boxmot/trackers/strongsort/strong_sort.py;tracking/evolve.py;tracking/val.py
